nomcoor,municipi,lloc,estil,epoca,lat,lon,prot,idprot,imatge
Torres de l'Església (Llívia),Llívia,Adossades a l'església de la Mare de Déu dels Àngels,Obra popular,XVII,42.465208,1.981891,BCIN,1197-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Catalunya_en_Miniatura-Església_de_Nostra_Senyora_dels_Àngels_de_Llívia.JPG/218px-Catalunya_en_Miniatura-Església_de_Nostra_Senyora_dels_Àngels_de_Llívia.JPG
Barri Vell de Llívia,Llívia,,Gòtic tardà,XIII-XXI,42.46479,1.98105,BCIN,CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Llívia_carrer.jpg/218px-Llívia_carrer.jpg
Església de Sant Sadurní de Meranges,Meranges,Pl. Major,Romànic,"XII-XIII, XVII-XVIII",42.446317,1.786884,BCIN,154-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Sant_Sadurní_de_Meranges.jpg/218px-Sant_Sadurní_de_Meranges.jpg
Castell de Meranges,Meranges,,Obra popular,Medieval,42.452582,1.785319,BCIN,1042-MH-ZA,
Castell de Montellà (Montellà i Martinet),Montellà i Martinet,[[Montellà]],,,42.355516,1.705524,BCIN,1079-MH-ZA,
Murs i fortificacions (Montellà i Martinet),Montellà i Martinet,"C. Raval, Montellà",,,,,BCIN,1080-MH,
Castell de Víllec (Montellà i Martinet),Montellà i Martinet,[[Víllec]],,,42.3374389,1.6775889,BCIN,1930-MH-ZA,
Força de Prats (Prats i Sansor),Prats i Sansor,,,Medieval,42.367278,1.839732,BCIN,1319-MH-ZA,
Casa dels Barons (Prullans),Prullans,,,XVI,42.379117,1.738254,BCIN,1323-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Casa_dels_Barons_(Prullans).jpg/218px-Casa_dels_Barons_(Prullans).jpg
La Bastida (Prullans),Prullans,,,,42.403721,1.729418,BCIN,1324-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/La_Bastida.jpg/218px-La_Bastida.jpg
Fortificació de Puigcerdà,Puigcerdà,,Obra popular,"Medieval, XVII",42.435315,1.924208,BCIN,1325-MH,
Fortificació la Presó (Urús),Urús,,Obra popular,Medieval,42.341629,1.842307,BCIN,1697-MH-ZA,
Abric de la vall de l'Ingla (Bellver de Cerdanya),Bellver de Cerdanya,Vall de l'Ingla,"Lloc amb representació gràfica sobre pedra, pintura",Bronze (-1800/-650),42.328151,1.780421,PH<br />BCIN,ZA,
La Devesa Canal (Bolvir),Bolvir,,"Lloc amb representació gràfica sobre pedra, gravat",Des de Neolític Mig-Recent a Bronze Mig (-3500/-1200),42.424417,1.871910,BCIN,ZA,
Dipòsit d'aigües de Ger,Ger,,"Lloc amb representació gràfica sobre pedra, gravat",Des de Neolític Mig-Recent a Bronze Antic (-3500/-1500). Medieval (400/1492),42.416198,1.838746,BCIN,ZA,
La Cabana (Lles de Cerdanya),Lles de Cerdanya,,"Lloc amb representació gràfica sobre pedra, gravat. Abrics i similars amb representació gràfica, gravat.",Neolític Mig-Recent (-3500/-2500),42.396951,1.663221,BCIN,ZA,
Torre dels Moros II (Lles de Cerdanya),Lles de Cerdanya,,"Lloc amb representació gràfica sobre pedra, gravat",Neolític Mig-Recent (-3500/-2500). Medieval (800/1150),42.409564,1.692285,BCIN,ZA,
Gravat de Prats (Prats i Sansor),Prats i Sansor,,"Lloc amb representació gràfica sobre pedra, gravat",Des de Neolític a Bronze Final (-5500/-650),42.365650,1.835634,BCIN,ZA,
Torre de l'Aldea,L'Aldea,Santuari de la Mare de Déu de l'Aldea,Obra popular,XV-XVI,40.731896,0.628086,BCIN,751-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Torre_de_l'Aldea-_a1.JPG/218px-Torre_de_l'Aldea-_a1.JPG
Torre de la Candela (l'Aldea),L'Aldea,"Ctra. N-340, km 1083-1084",Obra popular,XV-XVI,40.723066,0.590607,BCIN,752-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/PTorre_de_La_Candela-_a1.JPG/218px-PTorre_de_La_Candela-_a1.JPG
Torre de Burjassénia (l'Aldea),L'Aldea,"Ctra. N-340, km 1085",Obra popular,XV-XVI,40.733078,0.595989,BCIN,753-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Torre_de_Burjassénia-_a1.JPG/218px-Torre_de_Burjassénia-_a1.JPG
Torre de Benixarop (l'Aldea),L'Aldea,Entre el barranc de Vinaixarop i dels Pixadors,Obra popular,XV-XVI,40.790664,0.614808,BCIN,754-MH-ZA,
Castell de Carles (Alfara de Carles),Alfara de Carles,,Romànic,XII-XV,40.850765,0.359747,BCIN,765-MH-ZA,
Torre-campanar de l'església (Alfara de Carles),Alfara de Carles,Església parroquial de Sant Agustí,Obra popular,XVIII,40.872904,0.400306,BCIN,766-MH,
Torre de Salim (l'Ametlla de Mar),L'Ametlla de Mar,Desapareguda,,,40.911516,0.832355,BCIN,1833-MH,
Torre fortalesa de Sant Jordi d'Alfama (l'Ametlla de Mar),L'Ametlla de Mar,Urbanització de Sant Jordi,Obra popular,"XIV, XVII-XVIII",40.911372,0.832013,BCIN,6-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Castell_de_Sant_Jordi_d'Alfama.jpg/218px-Castell_de_Sant_Jordi_d'Alfama.jpg
Torre de l'Àliga (l'Ametlla de Mar),L'Ametlla de Mar,"Urbanització l'Àliga, 32",,XVI,40.846966,0.762072,BCIN,1229-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Torre_de_l'Àliga-_a1.JPG/218px-Torre_de_l'Àliga-_a1.JPG
Torre de Cap-roig (l'Ampolla),L'Ampolla,,,XV-XVII,40.818974,0.732242,BCIN,1228-MH-ZA,
Castell de Benifallet,Benifallet,,,Medieval,40.973340,0.518630,BCIN,792-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Castell_de_Benifallet-_a1.JPG/218px-Castell_de_Benifallet-_a1.JPG
Roca Folletera (Benifallet),Benifallet,,,Medieval,41.011261,0.559870,BCIN,535-MH,
Castell de Coll de Som (Benifallet),Benifallet,Dalt del turó de Coll de Som,Obra popular,XIX,40.930873,0.492278,BCIN,1831-MH-ZA,
Torre de la Granadella (Camarles),Camarles,,Romànic,XIII,40.767744,0.662428,BCIN,596-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Torre_de_la_Granadella-_a1.JPG/218px-Torre_de_la_Granadella-_a1.JPG
La Torre de Camarles,Camarles,C. Trenta,Romànic,XIII-XIV,40.777304,0.674427,BCIN,597-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/La_Torre_de_Camarles-_a1.JPG/218px-La_Torre_de_Camarles-_a1.JPG
Torre de l'Àngel Custodi (Deltebre),Deltebre,"<!-- Atenció: hi ha una Torre de Sòl-de-riu a Vinarós, al marge dret de la Sénia -->",Obra popular,,,,BCIN,816-MH,
Torre Curta (Deltebre),Deltebre,Sense restes,,XVI-XVII,40.742296,0.715304,BCIN,1683-MH,
Castell de Paüls,Paüls,C. Cap de la Vila,Obra popular,"Medieval, XIX",40.922263,0.398355,BCIN,1214-MH-ZA,
Castellet de Sant Esteve (el Perelló),El Perelló,Desaparegut,,,,,BCIN,1226-MH,
Torre del Garidell (el Perelló),El Perelló,L'Ampolla (sense restes),,XIV-XV,40.850222,0.691692,BCIN,1230-MH,
Torre del Puigvultó (el Perelló),El Perelló,Desapareguda,,XVI,,,BCIN,1231-MH,
Torre de les Guàrdies (el Perelló),El Perelló,"Dalt d'un turó, a la partida de les Guàrdies",,XIX,40.871575,0.725855,BCIN,1232-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Torre_de_les_Guàrdies-_a1.JPG/218px-Torre_de_les_Guàrdies-_a1.JPG
Molí del Vent (el Perelló),El Perelló,"Av. de Catalunya, 4",Obra popular,XIII,40.871081,0.713434,BCIN,1233-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/El_Perelló_-_Windmill.jpg/218px-El_Perelló_-_Windmill.jpg
Torre de Riba-roja (Roquetes),Roquetes,,,,,,BCIN,1382-MH,
Torre de Tivenys,Tivenys,"C. Capdevila, 4",Gòtic,XV-XVI,40.908029,0.511925,BCIN,1625-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Torre_de_Tivenys-_a1.JPG/218px-Torre_de_Tivenys-_a1.JPG
Antic poblat de Fullola (Tortosa),Tortosa,Barranc de Fullola,Gòtic,XI-XIII,40.863806,0.645826,BCIN,ZA,
Palau dels Oliver de Boteller (Tortosa),Tortosa,"C. del Dr. Ferran, 13",,XV,40.813345,0.521302,BCIN,225-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Palau_dels_Oliver_de_Boteller-_a1.JPG/218px-Palau_dels_Oliver_de_Boteller-_a1.JPG
Torre d'en Pinyol (Tortosa),Tortosa,Jesús,Obra popular,Medieval,40.845033,0.501118,BCIN,,
Catedral de Santa Maria (Tortosa),Tortosa,C. de la Creuera,"Gòtic, barroc","XIV-XVII, XVII-XVIII",40.814310,0.522610,BCIN,226-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Tortosa_i_catedral.jpg/218px-Tortosa_i_catedral.jpg
Palau Episcopal (Tortosa),Tortosa,"C. de Creuera, 5",Gòtic,XIV,40.813998,0.521413,BCIN,233-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Tortosa_-_Palau_Episcopal.jpg/218px-Tortosa_-_Palau_Episcopal.jpg
Reials Col·legis de Sant Lluís i Sant Domènec (Tortosa),Tortosa,"C. de Sant Domènec, 2-3",Renaixement,XVI,40.814805,0.524936,BCIN,234-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Tortosa_-_Iglesia_de_Santo_Domingo.jpg/218px-Tortosa_-_Iglesia_de_Santo_Domingo.jpg
Torre de Fullola (Tortosa),Tortosa,,,XIII,40.863814,0.645928,BCIN,1227-MH,
La Suda de Tortosa,Tortosa,,,"Medieval, XVII-XVIII, XX Mitjan",40.814847,0.523320,BCIN,1673-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Tortosa_-_La_Suda.jpg/218px-Tortosa_-_La_Suda.jpg
Muralla i estructures defensives medievals de Tortosa,Tortosa,,,"XII, XIV",40.820148,0.527243,BCIN,1675-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Tortosa_-_Torre_del_Cèlio.jpg/218px-Tortosa_-_Torre_del_Cèlio.jpg
Fortificacions modernes de Tortosa,Tortosa,,,XVI-XVIII,40.809352,0.525430,BCIN,MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Tortosa_-_Fort_de_Bonete.jpg/218px-Tortosa_-_Fort_de_Bonete.jpg
Torre de Túbal (Tortosa),Tortosa,,,Medieval,40.814827,0.523640,BCIN,1674-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Torre_de_Túbal_(Tortosa)_-_3.jpg/218px-Torre_de_Túbal_(Tortosa)_-_3.jpg
Torre de Sant Onofre (Tortosa),Tortosa,Campredó (enderrocada),,XIV-XV,,,BCIN,1676-MH,
Torre d'en Corder (Tortosa),Tortosa,Jesús,,XIII-XIV,40.849121,0.512725,BCIN,1677-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Torre_d'en_Corder_Torre_d'en_Despuig-_a1.JPG/218px-Torre_d'en_Corder_Torre_d'en_Despuig-_a1.JPG
Torre del Prior (Tortosa),Tortosa,Jesús,,XIV-XV,40.838313,0.516766,BCIN,MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Torredelprior1.JPG/218px-Torredelprior1.JPG
Torre del Molí de Bítem (Tortosa),Tortosa,Bítem,,XVI,40.857828,0.528278,BCIN,1679-MH,
Torre de Gassià (Tortosa),Tortosa,,,XV,40.813413,0.566537,BCIN,1680-MH,
Torre de Campredó (Tortosa),Tortosa,"Serra de les Velles, Campredó",,XIV,40.746114,0.579458,BCIN,1681-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Campredó_-_Torre_de_Font_de_Quinto.jpg/218px-Campredó_-_Torre_de_Font_de_Quinto.jpg
Torre del Coll de l'Alba (Tortosa),Tortosa,,,Medieval,40.818077,0.572127,BCIN,1682-MH,
Torre de la Font del Moro (Tortosa),Tortosa,Possibles restes entorn de la Font del Moro,,Medieval,,,BCIN,1685-MH,
Torre de Soldevila (Tortosa),Tortosa,Campredó,Obra popular,,40.774546,0.542824,BCIN,MH-ZA,
Torre de la Petja (Tortosa),Tortosa,Adossada a la rectoria del santuari de la Mare de Déu dels Àngels de la Petja,,XIII-XIV,40.785829,0.529617,BCIN,1686-MH,
Torre de la Simpàtica (Tortosa),Tortosa,Al peu de la muntanya del Mig-camí (enderrocada),,,40.809342,0.552962,BCIN,1687-MH,
Torre de Vilaseca (Tortosa),Tortosa,Vinallop,,Medieval,40.778290,0.505341,BCIN,1688-MH-ZA,
Nucli antic de Tortosa,Tortosa,,"Gòtic, renaixement, modernisme",Medieval-XXI,40.814077,0.522764,BCIN,219-CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/The_city_of_Tortosa.jpg/218px-The_city_of_Tortosa.jpg
El Castell de Xerta,Xerta,,,Medieval,40.913161,0.490737,BCIN,1830-MH-ZA,
Prop de la Cova Pintada (Alfara de Carles),Alfara de Carles,"Barranc de la Conca, a 200 m de la Cova Pintada","Lloc amb representació gràfica sobre pedra, pintura, gravat.",Desconeguda. Medieval? (400/1492),40.842199,0.339971,PH<br />BCIN,ZA,
L'Arramblador del barranc del Racó (Benifallet),Benifallet,,"Abrics i similars amb representació gràfica, pintura",Des de Neolític a Bronze (-5500/-650),40.973989,0.531342,BCIN,ZA,
Cova de Cabra Feixet (el Perelló),El Perelló,Massís de Cabra Feixet,"Abrics i similars amb representació gràfica, pintura",Desconeguda,40.888777,0.655067,PH<br />BCIN,ZA,
Cova de les Calobres (el Perelló),El Perelló,Barranc de les Calobres,"Cova natural amb representació gràfica, pintura",Desconeguda,40.887266,0.663503,PH<br />BCIN,ZA,
Castell de Canyelles,Canyelles,Pl. del Castell,,"XV, XVII-XVIII",41.287083,1.722833,BCIN,619-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Castell_de_Canyelles_-_1.jpg/218px-Castell_de_Canyelles_-_1.jpg
Castell de Cubelles,Cubelles,Pl. del Castell,,XVII,41.207812,1.672515,BCIN,720-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Castell_Cubelles.jpg/218px-Castell_Cubelles.jpg
Castell d'Olivella,Olivella,i [[Avinyonet del Penedès]]<br />Camí de Can Muntaner i Can Vendrell,Romànic,"X-XII, XVIII",41.320403,1.813943,BCIN,1135-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Castell_d'Olivella_-_1.jpg/218px-Castell_d'Olivella_-_1.jpg
Castell de Ribes (Sant Pere de Ribes),Sant Pere de Ribes,Sota-ribes,Preromànic,X-XI,41.259167,1.764167,BCIN,1522-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Castell_Ribes.jpg/218px-Castell_Ribes.jpg
La Torre del Veguer (Sant Pere de Ribes),Sant Pere de Ribes,,Historicisme,"XIV-XV, XIX",41.250977,1.734697,BCIN,1523-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Torre_del_veguer.jpg/218px-Torre_del_veguer.jpg
La Torre de la Serra (Sant Pere de Ribes),Sant Pere de Ribes,La Serra,Obra popular,XV-XVI,41.255653,1.752981,BCIN,1524-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Torre_de_la_Serra.jpg/218px-Torre_de_la_Serra.jpg
La Torre de Can Bruguera (Sant Pere de Ribes),Sant Pere de Ribes,Can Bruguera,Obra popular,XV-XVI,41.2447,1.788675,BCIN,1525-MH,
La Torre del Clot dels Frares (Sant Pere de Ribes),Sant Pere de Ribes,Urbanització Rocamar,,XV-XVI,41.237315,1.781118,BCIN,1526-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Torre_del_clot_dels_frares.jpg/218px-Torre_del_clot_dels_frares.jpg
Museu del Cau Ferrat (Sitges),Sitges,C. Fonollar,"Eclecticisme, obra popular, historicisme",XIX,41.235067,1.812736,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Cau_Ferrat_Sitges_1.jpg/218px-Cau_Ferrat_Sitges_1.jpg
Museu Romàntic Can Llopis (Sitges),Sitges,"C. Sant Gaudenci, 1",Neoclassicisme,XVIII (1793),41.236944,1.807778,BCIN,4106-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Museu_Romàntic.jpg/218px-Museu_Romàntic.jpg
Castell de Garraf (Sitges),Sitges,[[Garraf (Sitges)|Garraf]],,,41.259052,1.901111,BCIN,1568-MH,
Castell de Campdàsens (Sitges),Sitges,"Cim turó serra del Garraf, sobre plana de [[Campdàsens (Sitges)|Campdàsens]]",,XIII-XV,41.2498,1.8807,BCIN,1569-MH-ZA,
Castell de Miralpeix (Sitges),Sitges,Turó de Miralpeix,,XI-XII,41.232427,1.772841,BCIN,1573-MH-ZA,
Torre de Garraf (Sitges),Sitges,Garraf,,XV,41.255537,1.905909,BCIN,1570-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Sitges_-_Torre_de_Garraf.jpg/218px-Sitges_-_Torre_de_Garraf.jpg
Torre de defensa de Ca n'Amell (Sitges),Sitges,"Camí de Campdàsens a Vallcarca, a 1 km",,XVI,41.251094,1.875290,BCIN,1571-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Sitges_-_Ca_n'Amell.jpg/218px-Sitges_-_Ca_n'Amell.jpg
Torre de defensa de Campdàsens (Sitges),Sitges,Campdàsens,,XVI,41.2604,1.878589,BCIN,1572-MH,
Torre de defensa de Can Planes (Sitges),Sitges,[[Parc Natural del Garraf]],,XV-XVI,41.2695,1.873086,BCIN,1750-MH,
Vila Vella i primer eixample de Sitges,Sitges,,"Barroc, modernisme, noucentisme",Medieval-XXI,41.235209,1.812073,BCIN,212-CH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Sitges_-_Racó_de_la_Calma._i_Baluard.jpg/218px-Sitges_-_Racó_de_la_Calma._i_Baluard.jpg
Castell de la Geltrú (Vilanova i la Geltrú),Vilanova i la Geltrú,"Pl. de Font i Gumà, 1, la Geltrú","Gòtic, historicisme","XII-XV, XX",41.22685,1.727778,BCIN,1792-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Castell_de_la_Geltrú_(Vilanova_i_la_Geltrú)_-_6.jpg/218px-Castell_de_la_Geltrú_(Vilanova_i_la_Geltrú)_-_6.jpg
Biblioteca Museu Víctor Balaguer (Vilanova i la Geltrú),Vilanova i la Geltrú,Av. Víctor Balaguer,Eclecticisme,XIX Final,41.221383,1.729494,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Biblioteca_Museu_Víctor_Balaguer_de_Vilanova_i_la_Geltrú.JPG/218px-Biblioteca_Museu_Víctor_Balaguer_de_Vilanova_i_la_Geltrú.JPG
Torre d'Enveja (Vilanova i la Geltrú),Vilanova i la Geltrú,Parc de la Quadra d'Enveja,Romànic,"XIII, XIX",41.224735,1.713330,BCIN,1793-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/La_Torre_d'Enveja.jpg/218px-La_Torre_d'Enveja.jpg
Torre de Solicrup (Vilanova i la Geltrú),Vilanova i la Geltrú,,Obra popular,XIII-XIX,41.2247,1.742277,BCIN,1794-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Torre_Solicrup_de_Vilanova_i_la_Geltrú_(medieval).JPG/218px-Torre_Solicrup_de_Vilanova_i_la_Geltrú_(medieval).JPG
Torre Quadrada del Mas de l'Esquerrer (Vilanova i la Geltrú),Vilanova i la Geltrú,Ctra. 246a,Obra popular,,41.209513,1.691017,BCIN,1795-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Torre_Quadrada_del_Mas_de_l'Esquerrer.jpg/218px-Torre_Quadrada_del_Mas_de_l'Esquerrer.jpg
Torre de Ribes Roges (Vilanova i la Geltrú),Vilanova i la Geltrú,Pg. de Ribes Roges,Obra popular,XIX,41.214526,1.725228,BCIN,1796-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Espai_Guinovart_o_Torre_Blava_de_Vilanova_i_la_Geltrú.JPG/218px-Espai_Guinovart_o_Torre_Blava_de_Vilanova_i_la_Geltrú.JPG
Pia Almoina (Banyoles),Banyoles,Pl. de la Font,"Romànic, gòtic",IX-XIV,42.118611,2.766944,BCIN,4146-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Façana_de_Pia_Alomina.jpg/218px-Façana_de_Pia_Alomina.jpg
Monestir de Sant Esteve (Banyoles),Banyoles,Pl. del Monestir,"Neoclassicisme, barroc","XVIII, XIX",42.120556,2.769444,BCIN,16-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Sant_Esteve_de_Banyoles.JPG/218px-Sant_Esteve_de_Banyoles.JPG
Mas Tassi (Banyoles),Banyoles,Puigpalter de Dalt,Obra popular,Medieval,42.121526,2.790117,BCIN,813-MH,
Can Puig de la Bellacasa (Banyoles),Banyoles,,Obra popular,XIV-XV,42.122778,2.779444,BCIN,507-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Façana_de_can_Puig_de_la_Bellacasa.jpg/218px-Façana_de_can_Puig_de_la_Bellacasa.jpg
Pesqueres i passeigs de Banyoles,Banyoles,Passeigs a la riba oriental del llac,Obra popular,XIX,42.11787,2.75632,BCIN,1948-JH,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/136_Estany_de_Banyoles,_pesquera.JPG/218px-136_Estany_de_Banyoles,_pesquera.JPG"
Plaça Major (Banyoles),Banyoles,Pl. Major,"Obra popular, gòtic",XIII,42.11807,2.76538,BCIN,15-CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Panoràmica_Festa_de_Sant_Martirià.jpg/218px-Panoràmica_Festa_de_Sant_Martirià.jpg
La Sala (Camós),Camós,,Gòtic,XIII,42.088129,2.762961,BCIN,1958-MH,
Can Basses (Camós),Camós,,,XV-XVI,42.094355,2.755288,BCIN,601-MH,
Castell de Ravós (Cornellà del Terri),Cornellà del Terri,,Obra popular,"Medieval, XVI-XVII",42.070833,2.838333,BCIN,709-MH,
La Torre de Pujals dels Cavallers (Cornellà del Terri),Cornellà del Terri,Pujals dels Cavallers,Gòtic,XV-XVI,42.105556,2.818889,BCIN,711-MH,
Castell d'Esponellà,Esponellà,,Obra popular,XIII-XIV,42.179167,2.790833,BCIN,829-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Castell_d'Esponellà_-_ruïnes.jpg/218px-Castell_d'Esponellà_-_ruïnes.jpg
Can Bofí de la Torre (Esponellà),Esponellà,,,XVI,42.172361,2.784028,BCIN,830-MH,
Torre medieval de Can Pujol (Fontcoberta),Fontcoberta,,Obra popular,"Medieval, XVI",42.142139,2.790556,BCIN,858-MH,
Castell de Palol de Revardit,Palol de Revardit,Palol de Revardit,"Obra popular, renaixement",XV-XVI,42.071194,2.803056,BCIN,1198-MH-ZA,
Can Verdera (Palol de Revardit),Palol de Revardit,La Mota,Obra popular,XVI-XVII,42.047056,2.788139,BCIN,1200-MH,
Església de Santa Maria (Porqueres),Porqueres,,Romànic,"XII, XVIII",42.121806,2.748611,BCIN,174-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Santa_Maria_de_Porqueres.JPG/218px-Santa_Maria_de_Porqueres.JPG
Mas Castell (Porqueres),Porqueres,,"Romànic, barroc","X, XVII-XVIII",42.122222,2.748056,BCIN,2028-MH-ZA,
Torre de Pujarnol (Porqueres),Porqueres,,Obra popular,XIII,42.101944,2.707778,BCIN,1299-MH,
Can Traver (Porqueres),Porqueres,Usall,Gòtic-renaixement,XVI-XVII,42.15038,2.758252,BCIN,1301-MH,
Torre Descalç (Porqueres),Porqueres,Serra de Sant Patllarí,Obra popular,"XII, XVII-XVIII",42.1,2.7275,BCIN,1300-MH,
Castell de Falgons (Sant Miquel de Campmajor),Sant Miquel de Campmajor,,Obra popular,XII-XVI,42.107778,2.663333,BCIN,1512-MH,
Torre de Ginestà (Sant Miquel de Campmajor),Sant Miquel de Campmajor,,Obra popular,XIX,42.133056,2.704444,BCIN,1513-MH-ZA,
Torre de guaita (Sant Miquel de Campmajor),Sant Miquel de Campmajor,,,Medieval,,,BCIN,1749-MH,
Torre de Brió (Sant Miquel de Campmajor),Sant Miquel de Campmajor,Briolf,,XII,42.169,2.68902,BCIN,1514-MH,
Castell de la Roca (Sant Miquel de Campmajor),Sant Miquel de Campmajor,,Obra popular,XIII-XV,42.163611,2.680278,BCIN,1515-MH,
Castell de Teià (Serinyà),Serinyà,,,X,42.1625,2.753611,BCIN,1557-MH,
La Torre de l'Hereu (Serinyà),Serinyà,Veïnat de Bosquerós,,XVI,42.186667,2.766667,BCIN,1559-MH,
Mas fortificat Cal Ferrer de les Torres (Serinyà),Serinyà,,"Gòtic, renaixement","XIV-XV, XVIII-XIX",42.165833,2.748056,BCIN,1558-MH,
La Torre (Vilademuls),Vilademuls,Vilafreser,Gòtic,XIV-XV,42.082983,2.878105,BCIN,4107-MH,
Fort Fuseller (Vilademuls),Vilademuls,,Obra popular,XIX,42.094006,2.891906,BCIN,1763-MH,
Castell de Vilademuls,Vilademuls,,Obra popular,XI,42.138333,2.888056,BCIN,1760-MH,
